token address,holder address,holder balance
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x05426FE88815453A5158C7C32F0a889Fb4c98580,3984481855668375880
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x37eD2B55890cD2320d835B573C0B10147ee455F7,3287256940842811988
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x9c1623275BEeb08C812b48A4C2De2E5F10B2B67b,4974460516130453555
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0xfEDEe724D28939B49BC6dF018a583918E5d7f28A,2236465609000178995
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x504c584a69c580c2e8261D7d1c32Dd09E8dc58Af,1988039724854781381
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x26E700A88bf5aD329aB58fc5dAC9b4CA705A8573,1988042476058462616
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0xb742f07Fa4b77e8591aE61e2A234592411a5469F,9880381751324892217770
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x5f222918741500fABf6EED0bb16841d028d6d350,10704274451998363122
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0xF840C75142F81a12c5B82F9876edf5ffFa34c3D1,983742373321460835
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0xB164488F184490bad331454e873fb174675F3E4F,50423550528466034284
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x78F1875d13f9c822634400246BA1527B3C3103e7,2981345776255541793
0xFBc322415CBC532b54749E31979a803009516b5D,0x0000000000000000000000000000000000000000,100000000
0xFBc322415CBC532b54749E31979a803009516b5D,0xcF1d4EAfB0447414cF1304AB1d6FF0Da92eD5a82,5041246152
0xFBc322415CBC532b54749E31979a803009516b5D,0xCF603a4B0D42337DD9fde4998c092aDc9C6C7fDb,98707538
0xFBc322415CBC532b54749E31979a803009516b5D,0xBB65143889C8a342a06CAEC1F9c291ADE374aa9B,4757908
0xFBc322415CBC532b54749E31979a803009516b5D,0x92694535A2857CE4EC97384e976bd4922915E29f,4936610
0xFBc322415CBC532b54749E31979a803009516b5D,0x64cab4a793F50c58841fA6d50d4F1109270ADb99,4937115
0xFBc322415CBC532b54749E31979a803009516b5D,0x90342390bc17a0aBe956c0118e48644BD6D74451,5024796
0xFBc322415CBC532b54749E31979a803009516b5D,0x8Af71a7022385D78b5167e31fdeb5CB6576130fA,5041595
0xFBc322415CBC532b54749E31979a803009516b5D,0x8fe15c0213A59C618d085f05FfFE7e683b63E0FF,5034174
0xFBc322415CBC532b54749E31979a803009516b5D,0xAEA6355e4E8cf659a2c783E1C8c9c183a44AA6CF,5047729
0xFBc322415CBC532b54749E31979a803009516b5D,0x97173305663E812531784662bABcc24C79Bf1b94,5032604
0xFBc322415CBC532b54749E31979a803009516b5D,0x115C5F9383DC31Fb06C4B5E457dfE24B399E2A99,5034620
0xFBc322415CBC532b54749E31979a803009516b5D,0xB25ba6CB5bcBdE6953Dfb7Ecb16B1c38351B6399,5034556
0xFBc322415CBC532b54749E31979a803009516b5D,0x5397B34eC5b52646279aBaaEFF41De2c14c64089,5033080
0xFBc322415CBC532b54749E31979a803009516b5D,0xF51Eb6545894686AC1D056DA1F0280a80e2fdc59,5031622
0xFBc322415CBC532b54749E31979a803009516b5D,0xA66F1d21A71242CF871128e78D367113D2e88A91,5034680
0xFBc322415CBC532b54749E31979a803009516b5D,0x6354D66A68DbD0b14A12B1E03D316Fed0febfc98,5036384
0xFBc322415CBC532b54749E31979a803009516b5D,0x713cbaF0D529F42CcD18137097772a13Fe962287,5085301
0xFBc322415CBC532b54749E31979a803009516b5D,0x5D9c91B47665e9425B8C185b1C6c4F55d25bC9c7,5064976
0xFBc322415CBC532b54749E31979a803009516b5D,0x55dcb38599128E131fCdE69db54cF1b5eC20E3a8,5286767
0xFBc322415CBC532b54749E31979a803009516b5D,0x828187B42aAAeA138156D3Dd817a80972996CD80,5047527
0xFBc322415CBC532b54749E31979a803009516b5D,0xcdf3b27b5987cb7423011d2165A0Fe218F366cD0,5109845
0xFBc322415CBC532b54749E31979a803009516b5D,0x9c587BfbA45E3b757A932C5Fa5D0CAd1F3CE3fb6,5101697
0xFBc322415CBC532b54749E31979a803009516b5D,0xaEB143a2e812f06021A131CAB361F9E6d038FBb7,6293772
0xFBc322415CBC532b54749E31979a803009516b5D,0x95F50Cf888dFeC90321dC376c1E695F15B081595,6338856
0xFBc322415CBC532b54749E31979a803009516b5D,0xb238Af58Bc54aeDe67639d6FA26d4B27777a6854,18740710
0xFBc322415CBC532b54749E31979a803009516b5D,0x200241c7796B3b9dDe312D330e847807D087ec4E,29999091
0xFBc322415CBC532b54749E31979a803009516b5D,0x5e95b00EB048bA226e37f5FcBaB2eBd8B530C83b,135732808
0xFBc322415CBC532b54749E31979a803009516b5D,0x11b67a503B3B702104EeeF69a4eA1365D0F2c658,597059640
0xFBc322415CBC532b54749E31979a803009516b5D,0xc7Fb6589477f0f90c3BB3cDf97b9daC4CA40c19f,134897033
0xFBc322415CBC532b54749E31979a803009516b5D,0x969E2CDbEd527117A00349e0eC352CF7967284E3,134553063
0xFBc322415CBC532b54749E31979a803009516b5D,0x3D734fd486D8A4b743db64431942386e9Ab0C4d2,59456688
0xFBc322415CBC532b54749E31979a803009516b5D,0xb5a86a127b20c2A1aaF8c49Ff9A92BE025a2e37E,59953428
0xFBc322415CBC532b54749E31979a803009516b5D,0xe19e26beCff917f057Ebb35217fdF4ab3252DFFe,698901
0xFBc322415CBC532b54749E31979a803009516b5D,0x0B000fD71Ec63066FEA195B1E724Ec8Aa52E9Bb8,4876423
0xFBc322415CBC532b54749E31979a803009516b5D,0x7dCE597D43C62302A5a4BE4444724A9C7b6b84CE,9896791
0xFBc322415CBC532b54749E31979a803009516b5D,0xb2693B621504594f9219d835ccC3ABb88e9bb918,70044465
0xFBc322415CBC532b54749E31979a803009516b5D,0xb1C55C6C072b7D4f6124DCad86aBb0859427785e,719295994
0xFBc322415CBC532b54749E31979a803009516b5D,0x9b13Ebdaf067738c6b2476354EfB2cfE12d74F51,6867038
0xFBc322415CBC532b54749E31979a803009516b5D,0x08337E56Cc80fa43cD5340ceB23E85F2193A0127,109296630
0xFBc322415CBC532b54749E31979a803009516b5D,0x6C2b9696627612FB7656ABEC3b0E9Ce4c6E98B64,7918115
0xFBc322415CBC532b54749E31979a803009516b5D,0x00c29A96AfA62B94A6685C0c81bc8197FA2201A6,7018218
0xFBc322415CBC532b54749E31979a803009516b5D,0x679A63B9227f901C52eED6B27A390fe61d4bAE0B,10125199
0xFBc322415CBC532b54749E31979a803009516b5D,0x999e2b0C183B498CCE7D3cAdE2A099da258C5dd3,10065999
0xFBc322415CBC532b54749E31979a803009516b5D,0x710a5237E77C2Da7c6D4dE66Ae2C2f4D94EC88E2,98980504
0xFBc322415CBC532b54749E31979a803009516b5D,0x377f29E7b80B0c96f0caA17Cf98A8D1e1d628300,10017002
0xFBc322415CBC532b54749E31979a803009516b5D,0x14Bc3a804b2f7E7D114AF71E4e260190af93601e,7336057
0xFBc322415CBC532b54749E31979a803009516b5D,0x1561bEBE1490273Cdd04609aD6c1a9acD59edd0C,14218092
0xFBc322415CBC532b54749E31979a803009516b5D,0x37d87B0426e9D27338BBAEF6B0535861d9425ec8,99000352
0xFBc322415CBC532b54749E31979a803009516b5D,0x10Dbfcfd43B1C9bCcA0b5D0D895E528965f1A09b,39602279
0xFBc322415CBC532b54749E31979a803009516b5D,0x1f9cE9de422930dEe29cBb6A153B8991edDcCeE5,671555702
0xFBc322415CBC532b54749E31979a803009516b5D,0xc61c2F6769dad4B5A99FA13CEad5e007739b85F1,1526003213
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x8D0047AB4Ed6679F2EdA40cCC666333c1eB600FD,256714296616090663
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x6b8b7db4dEC863660793b6db1B392236dC738560,353806182329195112
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x5Efc5Ca399133B6c2c3eF3ED74B768952a4a4495,220520848554882382
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x3c1c08dE96b060AC96D828c51842957c1C486082,368441500249214678
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x8Bd9077864f785bF200779459D3477778fDA15f2,608213853908291961
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x86e5beb70050c94777C3C504c183fccAbDbA50a9,477807246713780269
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x415CbFac79ba73C7A6E80ADc4fCb10F61CcCC0CC,581827858949758639
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0xB8fF5C6a2233f3A53CDd6a2f6a68aacD283DF4b3,616503213009413975
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0xC3636509658Ec6BCBDEd04468a5f644bF0fF02F4,278226156643413911
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0x0da536Ea1A514fEB5ACCb9a29BF7512D6C262b2E,320487970662712520
0x1144e14E9B0AA9e181342c7e6E0a9BaDB4ceD295,0xD529b243CAD463eE2b0fb7E3d539248DaFA8eA99,23698414296493315003
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xe2BBc8c2EF9636f0B1343c7568bd2Cc8a417E707,59736639331722514
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xf76D928fd266CAb8Ecd695dC388Fe5eB70daF3D5,79646233680757855
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x1AD51b38f301a5F00Aa0b3fB819cb5dA6c76D4CE,49779250385390553
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xfcD965F7b698D7d95E060A6289b569D7a6ad7012,49780430089760968
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x84c1BdC1DEf398caf0A2062455918B021434E4E1,64711543536504310
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x0840A29aBe9217d0429D11a5CbfDB890d2f48400,149337724056478677
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x3956CA53e3cdB5e7608FB3f5F0f7B3C13d640aD7,119466317654692678
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x9d09Ec3CBb97Bc6571168A155cAd17043Ff1093D,49779308919964669
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x14D15F15f1151d82E0aa5f2443b7dA68F981424C,99664504789901257
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xf0f1c645c1644C0808fCE2B4c19a781e2f0D8274,994579548040396
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x51b0A8D89EDB1146c55e72b3cF028560DeFa129b,994629028933791
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xFd89D2566ea385FE46904640CD570b7ce638141b,2587529183761726
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x2812fae23f56140A4A207876e375aE410CCE1875,1193695018424703
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x13f6A73A5fcBD36F149C49e94274b9e28fAaf1a4,1492340916911787
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xECAB41cc46b3dF7f30e6114E47f71Ffc683a391e,1343015279214412
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x28AF94f79e177A6FD73c1D0c98b08816F96004A1,1990164410507883
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xa30420a8927ae33A273c9c7447DDD3BDd74CcD43,1840802602756307
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x2790f55b9D7F32DE695805E40c9B550881aC8966,2089835949039790
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xE95deD321146B50B474ca4BA494793ba0972400f,1094129866576726
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xf8a6A82D17b54eab7De4273c5E7644E27ced3A09,1193711181182375
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xf05B99836713084332ac65B035fc381478F55651,1492337090863204
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xA2B52E6BbF02341a7FA80D7f3099411ab3Be977E,1492449002516794
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x0C59E6a85993D31A4e16dEc6A632021853b3f2da,1342997902020685
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x052f4734f6A9490eAebac1a446EDBe7337FB3AaA,1392783814778808
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x6bDE88aCB8270e94C8F299d15F41C1AE2c5f6a10,1691523797388741
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xd7335474056572414387D677Cd45e7010735bF67,1990219163734559
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x863a52b48677c732F38Ea6ce621E05ceDD9EA31d,1691599871155711
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x3f60cbDcDACf841477F948cba2Ac245aC6c0bA72,3483485963751143
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x9E22520747a6690ed29694AfA98EA29a5436565A,3483500760012130
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x809b8362113deCd9F045A1b75f777644F1F9dC7d,3384044300763215
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x5Fb30D0E53Af487bD8E28C326F802E64e676D035,3403932224025443
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x7A34F54b8D7c056e2Cce6395B4b2483D0b2CcC1f,3493486923104869
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x78Ccf421584df401B9c7075205a66D7bB019d892,3294428314520493
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x1E2CEEc8e2fB758ECA1898538b3B4648441bcaFE,3483606036391326
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xCddF43a07AA11f834AE1C9c4a5CC6454fFeb5c67,4977029271309843
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x940b73aD44E3f4eBC25F4e3e5C467652FDe63819,5474610992020558
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x0BE52669a4c52D8a2518bd8fcA3a51b10Ea83AeC,3533221975658637
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0xFB9ab85584B6f25cEDcc8139fA83C7aa89784cDE,4379736399172371
0xcf30A5A994f9aCe5832e30C138C9697cda5E1247,0x216BA7F4EE2e468CE73774EDDA54ef398fBa0D6e,4977196454196939
